,ID,UUID,Trip ID,Comment,Rate,Created At,Updated At,User Old ID,Trip Old ID,Classe,Comms,Length,Tokens
96,857,17e6d4a8-e988-42d9-882f-ab0d13663a1c,12171.0,Trop bien,5.0,2021-03-24T10:50:40.358Z,2021-03-24T10:50:40.358Z,604cb5cebc080b118049fdc8,605b1791bc080b1180cccf0f,Pas technique,trop bien,9,"['trop', 'bien']"
97,872,62ec2b7c-b8a1-4048-8187-10c3341fe9f5,12172.0,Trop bien,5.0,2021-03-24T14:14:03.941Z,2021-03-24T14:14:03.941Z,604cb5cebc080b118049fdc8,605b47cfbc080b1180d18ff7,Pas technique,trop bien,9,"['trop', 'bien']"
98,873,8de2898d-75fc-4292-a47e-5c472be5bfbf,12173.0,Guxhebfd,5.0,2021-03-24T14:40:20.545Z,2021-03-24T14:40:20.545Z,604cb5cebc080b118049fdc8,605b4e46bc080b1180d27ff8,Pas technique,guxhebfd,8,['guxhebfd']
99,876,5472a3d0-91dc-4189-bf87-dd8a0bc2c01e,2204.0,Frein arrière cassé ,1.0,2021-03-24T15:15:56.247Z,2021-03-24T15:15:56.247Z,5d8790a645fc98337ff5493d,605b5625bc080b1180d3d8a6,Technique,frein arriere casse ,20,"['frein', 'arriere', 'casse']"
100,877,af4f68f5-76ef-42cf-b2ea-21d82d873db7,2204.0,Frein arrière cassé ,1.0,2021-03-24T15:15:57.576Z,2021-03-24T15:15:57.576Z,5d8790a645fc98337ff5493d,605b5625bc080b1180d3d8a6,Technique,frein arriere casse ,20,"['frein', 'arriere', 'casse']"
101,878,1026869c-53e2-4381-9d51-21d586ffd311,2204.0,Frein arrière cassé ,1.0,2021-03-24T15:15:57.936Z,2021-03-24T15:15:57.936Z,5d8790a645fc98337ff5493d,605b5625bc080b1180d3d8a6,Technique,frein arriere casse ,20,"['frein', 'arriere', 'casse']"
102,879,710a9d3f-525b-4512-953e-94bf1aed8127,2204.0,Frein arrière cassé ,1.0,2021-03-24T15:15:58.033Z,2021-03-24T15:15:58.033Z,5d8790a645fc98337ff5493d,605b5625bc080b1180d3d8a6,Technique,frein arriere casse ,20,"['frein', 'arriere', 'casse']"
103,880,6bea4856-f415-44fe-add4-e3718e0d5f65,2204.0,Frein arrière cassé ,1.0,2021-03-24T15:16:01.777Z,2021-03-24T15:16:01.777Z,5d8790a645fc98337ff5493d,605b5625bc080b1180d3d8a6,Technique,frein arriere casse ,20,"['frein', 'arriere', 'casse']"
104,886,028e6bc7-d7d3-43ee-a10e-be036eab7ba9,12045.0,La béquille est abîmée dommage. Demain je recommence merci,4.0,2021-03-24T16:42:25.992Z,2021-03-24T16:42:25.992Z,6048a31ebc080b118027afad,605b69b1bc080b1180d4e889,Technique,la bequille est abimee dommage. demain je recommence merci,58,"['la', 'bequille', 'est', 'abimee', 'dommage', '.', 'demain', 'je', 'recommence', 'merci']"
105,899,583a0a8b-0da5-4ebc-a639-ab8e4729b533,12046.0,Génial à refaire mercii ,4.0,2021-03-25T06:46:39.018Z,2021-03-25T06:46:39.018Z,6048a31ebc080b118027afad,605c2fd5375f37201ae4a801,Pas technique,genial a refaire mercii ,24,"['genial', 'a', 'refaire', 'mercii']"
106,907,bce1630c-52ef-4036-8e9c-339222d87c0b,12579.0,Super!!!,5.0,2021-03-25T08:58:26.255Z,2021-03-25T08:58:26.255Z,605c4a0d375f37201ae5bbad,605c4b5e375f37201ae5decc,Pas technique,super!!!,8,"['super', '!', '!', '!']"
107,925,fd48a837-886f-4aaa-8fa2-ef61f1e81d21,11288.0,Le tarif est trop élevée . C’est dommage ! ,3.0,2021-03-25T17:00:32.095Z,2021-03-25T17:00:32.095Z,6036866241a4ea629b390b1d,605cbef5375f37201aeb2c6c,Pas technique,le tarif est trop elevee . cest dommage ! ,43,"['le', 'tarif', 'est', 'trop', 'elevee', '.', 'cest', 'dommage', '!']"
108,927,cd5c670d-f955-41cc-b4ab-558ce7ec0675,12048.0,Attention il y a des vélos déraillés il faut bien vérifier avant de le pendre....,3.0,2021-03-25T17:09:19.374Z,2021-03-25T17:09:19.374Z,6048a31ebc080b118027afad,605cbc50375f37201aeae463,Technique,attention il y a des velos derailles il faut bien verifier avant de le pendre....,81,"['attention', 'il', 'y', 'a', 'des', 'velos', 'derailles', 'il', 'faut', 'bien', 'verifier', 'avant', 'de', 'le', 'pendre', '....']"
109,4507,44bb452d-14a8-463e-9ec3-872413e6e6ce,17827.0,Le plastique rond du klaxon fait très mal au pouce qui se retrouve toujours en contact. Le pédalage est désagréable. On mouline tout le temps. Horrible,1.0,2021-07-03T16:17:08.376Z,2021-07-03T16:17:08.376Z,60e086cedcb3f87596498951,60e0879edcb3f87596499b2a,Technique,le plastique rond du klaxon fait tres mal au pouce qui se retrouve toujours en contact. le pedalage est desagreable. on mouline tout le temps. horrible,151,"['le', 'plastique', 'rond', 'du', 'klaxon', 'fait', 'tres', 'mal', 'au', 'pouce', 'qui', 'se', 'retrouve', 'toujours', 'en', 'contact', '.', 'le', 'pedalage', 'est', 'desagreable', '.', 'on', 'mouline', 'tout', 'le', 'temps', '.', 'horrible']"
110,4489,5faef42a-7ab4-4597-926a-e7a1e34669fa,17688.0,Trop bien ,5.0,2021-07-03T14:30:37.606Z,2021-07-03T14:30:37.606Z,60e012ebdcb3f87596381eab,60e06a4bdcb3f87596438dfc,Pas technique,trop bien ,10,"['trop', 'bien']"
111,24024,bb7c6f59-d491-44a6-b60f-2b9e26943c5a,38450.0,Top,5.0,2021-10-28T16:15:22.651255Z,2021-10-28T16:15:22.651255Z,,,Pas technique,top,3,['top']
112,27363,7b1e820d-bf44-4a71-8d72-cc6ae5fbf18a,43304.0,Bien Mais peu de. Vélos dispo hors hyper centre ,4.0,2021-12-14T16:47:17.220728Z,2021-12-14T16:47:17.220728Z,,,Pas technique,bien mais peu de. velos dispo hors hyper centre ,48,"['bien', 'mais', 'peu', 'de', '.', 'velos', 'dispo', 'hors', 'hyper', 'centre']"
113,933,f0dbd146-954a-4c11-9b39-4dcb96d7b7c1,12495.0,Vélo 17 (Nevers) fait un bruit bizarre dans la roue avant  quand il roule ,2.0,2021-03-26T07:04:29.798Z,2021-03-26T07:04:29.798Z,605a1c15bc080b1180c2e1f5,605d858b375f37201aee903b,Technique,velo 17 (nevers) fait un bruit bizarre dans la roue avant  quand il roule ,74,"['velo', '17', '(', 'nevers', ')', 'fait', 'un', 'bruit', 'bizarre', 'dans', 'la', 'roue', 'avant', 'quand', 'il', 'roule']"
114,937,436f2534-013f-44a5-9724-92e7c163d087,9429.0,Kool,5.0,2021-03-26T07:49:11.98Z,2021-03-26T07:49:11.98Z,5fb5496d9a52035c45c5617f,605d9036375f37201aef2b90,Pas technique,kool,4,['kool']
115,941,1d1d26a7-151f-4018-9c84-e9839b12716d,6539.0,Parfait,5.0,2021-03-26T10:43:38.122Z,2021-03-26T10:43:38.122Z,5eeb3014ecf84f7428ab8a9f,6048a412bc080b1180286cc3,Pas technique,parfait,7,['parfait']
116,942,7d5bd001-3a32-4810-b9e7-150dff41a792,6540.0,Top,5.0,2021-03-26T10:56:24.605Z,2021-03-26T10:56:24.605Z,5eeb3014ecf84f7428ab8a9f,605dbce0375f37201af20352,Pas technique,top,3,['top']
117,949,bb828b94-33a0-46b4-971d-63aee9108d0b,11858.0,Ee ez,5.0,2021-03-26T12:48:47.131Z,2021-03-26T12:48:47.131Z,6040c652bc080b1180d9835f,605cbfc4375f37201aeb2eba,Pas technique,ee ez,5,"['ee', 'ez']"
118,955,bbb8192b-9992-48bf-8e5f-502f9e090796,10247.0,C’est top,5.0,2021-03-26T14:35:40.755Z,2021-03-26T14:35:40.755Z,600ff854cdf79f14f6c471c3,605cc53c375f37201aeb700e,Pas technique,cest top,9,"['cest', 'top']"
119,956,96e40575-bc7c-4e2e-b141-7e6e95319343,11822.0,Vélo bruyant,1.0,2021-03-26T15:39:25.364Z,2021-03-26T15:39:25.364Z,6040a154bc080b1180d6d273,605df3c4375f37201af3fb1d,Technique,velo bruyant,12,"['velo', 'bruyant']"
120,965,7732a821-d41a-4fb9-8d8d-d78ff06a6c61,7860.0,Yes,4.0,2021-03-27T07:32:55.532Z,2021-03-27T07:32:55.532Z,5f2728b0ec0a5f5df4887c76,6058d928bc080b1180b73e1d,Pas technique,yes,3,['yes']
121,972,8f9be34b-ab57-4773-a9cb-3a3ffdc909fb,10125.0,Manque juste des suspensions pour les trottoirs mais je ne pense pas que ce soit l’objectif... Sinon pour le brydage peut etre qu’il est trop contraignant on aimerait aller plus vuite en ligne droite ou en descente. Superbe expérience c’est génial ,5.0,2021-03-27T11:59:21.539Z,2021-03-27T11:59:21.539Z,5ff870eecdf79f14f64f5df0,605f1b50375f37201afa7111,Technique,manque juste des suspensions pour les trottoirs mais je ne pense pas que ce soit lobjectif... sinon pour le brydage peut etre quil est trop contraignant on aimerait aller plus vuite en ligne droite ou en descente. superbe experience cest genial ,248,"['manque', 'juste', 'des', 'suspensions', 'pour', 'les', 'trottoirs', 'mais', 'je', 'ne', 'pense', 'pas', 'que', 'ce', 'soit', 'lobjectif', '...', 'sinon', 'pour', 'le', 'brydage', 'peut', 'etre', 'quil', 'est', 'trop', 'contraignant', 'on', 'aimerait', 'aller', 'plus', 'vuite', 'en', 'ligne', 'droite', 'ou', 'en', 'descente', '.', 'superbe', 'experience', 'cest', 'genial']"
122,4490,a596ab62-17a6-4aa7-838d-0c3b5456de43,17688.0,Trop bien ,5.0,2021-07-03T14:30:37.608Z,2021-07-03T14:30:37.608Z,60e012ebdcb3f87596381eab,60e06a4bdcb3f87596438dfc,Pas technique,trop bien ,10,"['trop', 'bien']"
123,4491,13f26c9f-bc0f-44bf-9789-ea58bb3f61be,17688.0,Trop bien ,5.0,2021-07-03T14:30:37.68Z,2021-07-03T14:30:37.68Z,60e012ebdcb3f87596381eab,60e06a4bdcb3f87596438dfc,Pas technique,trop bien ,10,"['trop', 'bien']"
124,4492,b59394d1-0683-49e2-b654-622bfacec0cd,17688.0,Trop bien ,5.0,2021-07-03T14:30:37.693Z,2021-07-03T14:30:37.693Z,60e012ebdcb3f87596381eab,60e06a4bdcb3f87596438dfc,Pas technique,trop bien ,10,"['trop', 'bien']"
125,4493,7c30f4e1-500b-4c7b-95d7-4f66865084f5,17688.0,Trop bien ,5.0,2021-07-03T14:30:37.755Z,2021-07-03T14:30:37.755Z,60e012ebdcb3f87596381eab,60e06a4bdcb3f87596438dfc,Pas technique,trop bien ,10,"['trop', 'bien']"
126,4494,1426098d-87b5-4a87-b0b5-04dd35f0af03,17688.0,Trop bien ,5.0,2021-07-03T14:30:37.761Z,2021-07-03T14:30:37.761Z,60e012ebdcb3f87596381eab,60e06a4bdcb3f87596438dfc,Pas technique,trop bien ,10,"['trop', 'bien']"
127,4495,9db39e29-4c8c-492b-9cd0-d46b0142997d,17688.0,Trop bien ,5.0,2021-07-03T14:30:37.832Z,2021-07-03T14:30:37.832Z,60e012ebdcb3f87596381eab,60e06a4bdcb3f87596438dfc,Pas technique,trop bien ,10,"['trop', 'bien']"
128,991,c198118d-5c51-4dda-907e-9d6a584799b4,12647.0,La batterie sest déboîte à plusieurs reprises. Le vélo est totalement instable ,2.0,2021-03-27T14:14:32.644Z,2021-03-27T14:14:32.644Z,605f30fb375f37201afd7eca,605f327a375f37201afd9e69,Technique,la batterie sest deboite a plusieurs reprises. le velo est totalement instable ,79,"['la', 'batterie', 'sest', 'deboite', 'a', 'plusieurs', 'reprises', '.', 'le', 'velo', 'est', 'totalement', 'instable']"
129,992,84d55e66-bc1b-4da4-adb9-2451b9a70863,12648.0,Trop cher,3.0,2021-03-27T14:30:56.734Z,2021-03-27T14:30:56.734Z,605f32db375f37201afdad9e,605f33c5375f37201afdc779,Pas technique,trop cher,9,"['trop', 'cher']"
130,999,e36e6104-3706-417a-9dcc-9a8911ec2ca4,12651.0,Top,5.0,2021-03-27T15:25:16.221Z,2021-03-27T15:25:16.221Z,605f4a09375f37201a0446ff,605f4ae5375f37201a0474b8,Pas technique,top,3,['top']
131,1001,bff9e8a2-c237-406e-85a5-6fefdbe9c1af,12484.0,Tres pratique ,5.0,2021-03-27T15:51:48.357Z,2021-03-27T15:51:48.357Z,6058bb89bc080b1180b5c0de,605f49e9375f37201a043f45,Pas technique,tres pratique ,14,"['tres', 'pratique']"
132,1004,d378943c-6088-4fc1-88cd-ef1c41f24c6d,12644.0,Le frein un bug ,5.0,2021-03-27T16:21:22.366Z,2021-03-27T16:21:22.366Z,605f2f9d375f37201afd0697,605f46e8375f37201a03c2a6,Technique,le frein un bug ,16,"['le', 'frein', 'un', 'bug']"
133,1005,3f5cb2cf-4b96-4af3-bbf4-6392f32c37b7,12634.0,Trop bien 👍🏻👍🏻,5.0,2021-03-27T16:21:24.696Z,2021-03-27T16:21:24.696Z,605f2ba8375f37201afbce06,605f4607375f37201a039a65,Pas technique,trop bien ,14,"['trop', 'bien']"
134,1025,1bbc4d49-2c62-4e00-bf66-88d4fa8c5d81,12652.0,Parfait ,5.0,2021-03-28T08:31:09.324Z,2021-03-28T08:31:09.324Z,605f6684375f37201a08330b,605f6704375f37201a083b3e,Pas technique,parfait ,8,['parfait']
135,1028,a317e812-1535-4802-8ea9-6798320da5c0,12707.0,Impossible d arrêter le compteur une fois arrivée la connection ne se fesait pas ,2.0,2021-03-28T08:44:46.77Z,2021-03-28T08:44:46.77Z,60602df1375f37201a0f5a88,60603b1b375f37201a0f7190,Technique,impossible d arreter le compteur une fois arrivee la connection ne se fesait pas ,81,"['impossible', 'd', 'arreter', 'le', 'compteur', 'une', 'fois', 'arrivee', 'la', 'connection', 'ne', 'se', 'fesait', 'pas']"
136,1032,a786e27a-4d54-46c2-aaf2-265d0c45f3e4,11600.0,Plus de batterie,1.0,2021-03-28T09:39:52.325Z,2021-03-28T09:39:52.325Z,603b706ebc080b11809618fa,60604dd0375f37201a127803,Technique,plus de batterie,16,"['plus', 'de', 'batterie']"
137,1038,ea4bc9ed-77a9-4caa-b711-fdef3c85050f,11603.0,Top,4.0,2021-03-28T10:06:56.059Z,2021-03-28T10:06:56.059Z,603b706ebc080b11809618fa,606052a0375f37201a12a488,Pas technique,top,3,['top']
138,24608,c5532e1e-b6f3-4fbd-bad0-a9526ee7904d,39217.0,Ok,5.0,2021-11-04T17:22:29.402882Z,2021-11-04T17:22:29.402882Z,,,Pas technique,ok,2,['ok']
139,19727,883908f7-58b6-447e-904e-cc52bb7fb64a,33075.0,Très bien. ,5.0,2021-09-28T13:51:33.627Z,2021-09-28T13:51:33.627Z,6143259610168f3d482b12af,61518a1e10168f3d486a51b3,Pas technique,tres bien. ,11,"['tres', 'bien', '.']"
141,1052,46467217-b3c8-4d1a-ad9e-101dc1a8809e,12715.0,Nickel ,5.0,2021-03-28T11:51:46.221Z,2021-03-28T11:51:46.221Z,60605d72375f37201a14b4e8,60606bfd375f37201a16698c,Pas technique,nickel ,7,['nickel']
142,1060,a11b66f0-1ec1-480e-b4a8-245f1021feda,12601.0,Dommage pas de rétro,4.0,2021-03-28T12:55:23.655Z,2021-03-28T12:55:23.655Z,605e1ed3375f37201af50d12,606073b8375f37201a17bb50,Technique,dommage pas de retro,20,"['dommage', 'pas', 'de', 'retro']"
143,1061,65001593-4403-4605-8c7e-cf9f22e41c64,12658.0,Manque rétro,3.0,2021-03-28T13:26:49.21Z,2021-03-28T13:26:49.21Z,606019f1375f37201a0df08f,6060743e375f37201a17d7c9,Technique,manque retro,12,"['manque', 'retro']"
144,1063,2fc58d7c-e2f1-4d93-b5b9-280a4e65e464,11874.0,Selle inconfortable et bruit anormal frein avant ,2.0,2021-03-28T13:36:44.001Z,2021-03-28T13:36:44.001Z,604242a7bc080b1180eb0ac1,60607f0e375f37201a1a576c,Technique,selle inconfortable et bruit anormal frein avant ,49,"['selle', 'inconfortable', 'et', 'bruit', 'anormal', 'frein', 'avant']"
145,1064,fc360050-0f79-406d-a158-3b7e1ef31c5d,12659.0,Manque un rétro,3.0,2021-03-28T13:38:14.439Z,2021-03-28T13:38:14.439Z,606019f1375f37201a0df08f,60608442375f37201a1afb83,Technique,manque un retro,15,"['manque', 'un', 'retro']"
146,1074,8c600561-3f5d-4375-93d5-ab3c51512305,12645.0,Pouvez-vous mettre plus de vélo sur Varennes vauzelles ,5.0,2021-03-29T07:11:26.701Z,2021-03-29T07:11:26.701Z,605f2f9d375f37201afd0697,60617b4f375f37201a269448,Pas technique,pouvez-vous mettre plus de velo sur varennes vauzelles ,55,"['pouvez-vous', 'mettre', 'plus', 'de', 'velo', 'sur', 'varennes', 'vauzelles']"
147,1075,8ba98916-cac1-4799-8996-a0000efff196,12646.0,Mettre plus de vélo à Varennes vauzelles ,5.0,2021-03-29T07:55:43.355Z,2021-03-29T07:55:43.355Z,605f2f9d375f37201afd0697,60617db6375f37201a26dc7d,Pas technique,mettre plus de velo a varennes vauzelles ,41,"['mettre', 'plus', 'de', 'velo', 'a', 'varennes', 'vauzelles']"
148,1087,be65e65e-03b5-4f91-b739-ba8c96971bef,12638.0,Pas assez de vélos à Varennes vauzelles ,5.0,2021-03-29T11:55:00.105Z,2021-03-29T11:55:00.105Z,605f2ba8375f37201afbce06,6061bd31375f37201a2b82de,Pas technique,pas assez de velos a varennes vauzelles ,40,"['pas', 'assez', 'de', 'velos', 'a', 'varennes', 'vauzelles']"
149,1093,97f6c4ea-215a-4ff4-b6f8-adb27403fa23,10494.0,Frein arrière défectueux et jeux dans la fourchette avant merci sinon impeccable ,5.0,2021-03-29T12:28:55.85Z,2021-03-29T12:28:55.85Z,601fecbacdf79f14f6fa8b67,6061c675375f37201a2be8e3,Technique,frein arriere defectueux et jeux dans la fourchette avant merci sinon impeccable ,81,"['frein', 'arriere', 'defectueux', 'et', 'jeux', 'dans', 'la', 'fourchette', 'avant', 'merci', 'sinon', 'impeccable']"
150,28816,b47e48fe-3fcc-400f-b306-dff38e42a8c5,45430.0,Aucun velo avec le support pour téléphone ,3.0,2022-01-10T10:07:43.10935Z,2022-01-10T10:07:43.10935Z,,,Technique,aucun velo avec le support pour telephone ,42,"['aucun', 'velo', 'avec', 'le', 'support', 'pour', 'telephone']"
151,1099,ee3ec826-4eed-4141-a581-351844f08060,11731.0,Bien ,4.0,2021-03-29T16:15:37.882Z,2021-03-29T16:15:37.882Z,603f713cbc080b1180c66055,60425d72bc080b1180ecf881,Pas technique,bien ,5,['bien']
152,1101,80d402de-3c82-4a64-b750-1f177c00b4c4,11732.0,Cool,3.0,2021-03-29T16:26:59.132Z,2021-03-29T16:26:59.132Z,603f713cbc080b1180c66055,6061fda7375f37201a30884a,Pas technique,cool,4,['cool']
153,1103,90b6736f-dc7f-459f-adac-cff6bcea1097,12784.0,Fonctionne pas ,1.0,2021-03-29T16:49:57.815Z,2021-03-29T16:49:57.815Z,60617db1375f37201a26d26c,60620029375f37201a30ec53;;;;;;;;;;;;;;;;;,,fonctionne pas ,15,"['fonctionne', 'pas']"
154,1115,080c26b1-2003-440f-a753-93b0b96a3128,11733.0,Très efficace ,4.0,2021-03-29T18:44:52.58Z,2021-03-29T18:44:52.58Z,603f713cbc080b1180c66055,60621e7c375f37201a38df03,Pas technique,tres efficace ,14,"['tres', 'efficace']"
156,1142,3c6d2181-c0de-40f8-aed3-b6b418801890,3371.0,Temps de connexion de lapplication au vélo devenu très lent,3.0,2021-03-30T16:15:34.936Z,2021-03-30T16:15:34.936Z,5e496e78dcde2b614003f8f7,60634cd9375f37201a4254ff,Technique,temps de connexion de lapplication au velo devenu tres lent,59,"['temps', 'de', 'connexion', 'de', 'lapplication', 'au', 'velo', 'devenu', 'tres', 'lent']"
157,23447,3d720342-81f9-46fc-9d78-fe42d739b882,37623.0,Test technicien géolocalisation,5.0,2021-10-22T06:40:56.168607Z,2021-10-22T06:40:56.168607Z,,,Technique,test technicien geolocalisation,31,"['test', 'technicien', 'geolocalisation']"
158,1152,a9387160-d2b1-4f95-8560-dbbd67a79bbc,4171.0,Dur de verrouiller quand le bikair est sur la bequille,3.0,2021-03-31T06:58:19.78Z,2021-03-31T06:58:19.78Z,5e4d4d02dcde2b61401469bd,60641bd9375f37201a46e7a2,Technique,dur de verrouiller quand le bikair est sur la bequille,54,"['dur', 'de', 'verrouiller', 'quand', 'le', 'bikair', 'est', 'sur', 'la', 'bequille']"
159,1165,81038daa-a665-471d-a846-508e1b5e226d,4173.0,Pas de frein arrière. Jai failli mourir ,1.0,2021-03-31T11:36:09.459Z,2021-03-31T11:36:09.459Z,5e4d4d02dcde2b61401469bd,60645d21375f37201a4a0d08,Technique,pas de frein arriere. jai failli mourir ,40,"['pas', 'de', 'frein', 'arriere', '.', 'jai', 'failli', 'mourir']"
160,1180,67e6026a-ab9b-45d1-b3fb-18a3aa73437c,314.0,Trajet cher je pensais avoir une réduction avec la mairie mais apparement non ,4.0,2021-03-31T15:25:07.692Z,2021-03-31T15:25:07.692Z,5d0f542b348a0e7b10355096,606459e5375f37201a49d20b,Pas technique,trajet cher je pensais avoir une reduction avec la mairie mais apparement non ,78,"['trajet', 'cher', 'je', 'pensais', 'avoir', 'une', 'reduction', 'avec', 'la', 'mairie', 'mais', 'apparement', 'non']"
161,1184,6f05b8b5-1a66-4189-a1cd-1ec48203a936,3374.0,Temps connexion à lapplication très lente,3.0,2021-03-31T16:14:04.298Z,2021-03-31T16:14:04.298Z,5e496e78dcde2b614003f8f7,60649e1f375f37201a518300,Technique,temps connexion a lapplication tres lente,41,"['temps', 'connexion', 'a', 'lapplication', 'tres', 'lente']"
162,1185,a8ae4b7a-f7e8-4a0e-8569-a47c74cca044,4174.0,Excellent. Un régal ,5.0,2021-03-31T16:46:00.128Z,2021-03-31T16:46:00.128Z,5e4d4d02dcde2b61401469bd,6064a601375f37201a523cd1,Pas technique,excellent. un regal ,20,"['excellent', '.', 'un', 'regal']"
163,1187,f7c26619-53c4-4cbb-8c6f-656c37c3b053,12642.0,Celui-ci a un problème de béquille ,5.0,2021-03-31T16:57:03.487Z,2021-03-31T16:57:03.487Z,605f2ba8375f37201afbce06,6064a70e375f37201a5242e0,Technique,celui-ci a un probleme de bequille ,35,"['celui-ci', 'a', 'un', 'probleme', 'de', 'bequille']"
164,27366,1a18e77b-e217-46b8-aa52-1b237818a750,43311.0,Vélo qui freine toit seul et frotte ,2.0,2021-12-14T17:12:19.085515Z,2021-12-14T17:12:19.085515Z,,,Technique,velo qui freine toit seul et frotte ,36,"['velo', 'qui', 'freine', 'toit', 'seul', 'et', 'frotte']"
165,23448,276ccb12-dfc7-4281-adab-e30f40193646,37624.0,Cool,4.0,2021-10-22T06:51:37.525479Z,2021-10-22T06:51:37.525479Z,,,Pas technique,cool,4,['cool']
166,1233,a871d0b4-2461-4bf6-a738-00e7bf0bc339,2293.0,Test,5.0,2021-04-02T07:35:00.182Z,2021-04-02T07:35:00.182Z,5d9a17a73a0fc6545801073a,6066c8f5d335d76d77ee0339,Pas technique,test,4,['test']
167,1234,fad2a92b-ae46-4c80-9b6a-58be19e3a337,2294.0,Testing ,5.0,2021-04-02T07:37:26.845Z,2021-04-02T07:37:26.845Z,5d9a17a73a0fc6545801073a,6066c98fd335d76d77ee0981,Pas technique,testing ,8,['testing']
169,1247,03487812-8969-4601-b2a0-078df2b1d495,4176.0,Divin ! ,5.0,2021-04-02T11:07:32.142Z,2021-04-02T11:07:32.142Z,5e4d4d02dcde2b61401469bd,6066f98dd335d76d77f0e462,Pas technique,divin ! ,8,"['divin', '!']"
170,1263,d526ad5b-080e-456d-a889-496d94ffd538,12938.0,Roue glissante ,2.0,2021-04-02T15:05:36.798Z,2021-04-02T15:05:36.798Z,60660064d335d76d77e7a75b,6066012ed335d76d77e7d515,Technique,roue glissante ,15,"['roue', 'glissante']"
171,1235,c76b2399-a99e-4d63-8ac0-413b057c0df7,,Super trajet !! J’adore !,5.0,2021-04-02T07:48:37.985Z,2021-04-02T07:48:37.985Z,60648075375f37201a4cd95a,6066cc1fd335d76d77ee6338,Pas technique,super trajet !! jadore !,25,"['super', 'trajet', '!', '!', 'jadore', '!']"
172,23449,bfd1efab-c173-4fc1-97cb-13be52a41593,37625.0,Test technicien géolocalisation,5.0,2021-10-22T06:55:26.707806Z,2021-10-22T06:55:26.707806Z,,,Technique,test technicien geolocalisation,31,"['test', 'technicien', 'geolocalisation']"
173,24030,638b3d3a-f083-4417-a2ec-70cebd195f5a,38460.0,Il marche mas,1.0,2021-10-28T17:08:23.367929Z,2021-10-28T17:08:23.367929Z,,;;;;;;;;;;;;;;;;;,,il marche mas,13,"['il', 'marche', 'mas']"
174,1268,c61accdb-55d7-49a8-ac2f-ff4091f932fc,3379.0,Lenteur connection entre le vélo et applicatio,3.0,2021-04-02T16:15:23.981Z,2021-04-02T16:15:23.981Z,5e496e78dcde2b614003f8f7,606740f7d335d76d77f5d379,Technique,lenteur connection entre le velo et applicatio,46,"['lenteur', 'connection', 'entre', 'le', 'velo', 'et', 'applicatio']"
175,1271,3e96d461-f10d-4b53-a6b9-f1c14752a65a,4177.0,Le luxe à la nivernaise... ,5.0,2021-04-02T16:57:00.67Z,2021-04-02T16:57:00.67Z,5e4d4d02dcde2b61401469bd,60674b7cd335d76d77f69a40,Pas technique,le luxe a la nivernaise... ,27,"['le', 'luxe', 'a', 'la', 'nivernaise', '...']"
176,1294,4a84a56d-efb0-47a0-a629-7131b645c87a,13014.0,Pas dautonomie ,2.0,2021-04-03T12:20:43.436Z,2021-04-03T12:20:43.436Z,60684734d335d76d77012b91,606847ced335d76d77013a43,Technique,pas dautonomie ,15,"['pas', 'dautonomie']"
177,1298,b76cd6bc-f83a-4a13-aae9-95a4dc475c6a,13001.0,Impossible de s arrêter autre part qu en station pour faire une course ou faire une pause...bien dommage...à améliorer...merci,2.0,2021-04-03T12:42:53.37Z,2021-04-03T12:42:53.37Z,60684149d335d76d77fff253,60685d7dd335d76d77031297,Technique,impossible de s arreter autre part qu en station pour faire une course ou faire une pause...bien dommage...a ameliorer...merci,126,"['impossible', 'de', 's', 'arreter', 'autre', 'part', 'qu', 'en', 'station', 'pour', 'faire', 'une', 'course', 'ou', 'faire', 'une', 'pause', '...', 'bien', 'dommage', '...', 'a', 'ameliorer', '...', 'merci']"
178,1304,1f213c52-f858-4569-836e-a73e2fe2aa7a,13029.0,Mal au fesses ,4.0,2021-04-03T15:20:02.988Z,2021-04-03T15:20:02.988Z,606884aed335d76d77064da2,60688655d335d76d7706721d,Technique,mal au fesses ,14,"['mal', 'au', 'fesses']"
